row,word,first,second,third,text
3,ỉḫt,ỉ,ḫ,t,162
20,ỉḫt,ỉ,ḫ,t,163
11,ỉḫt,ỉ,ḫ,t,170
9,ỉḫt,ỉ,ḫ,t,176
2,ỉḫt-nṯr,ỉ,ḫ,t,120
3,ỉḫt-nṯr,ỉ,ḫ,t,162
22,ỉḫt-nṯr,ỉ,ḫ,t,163
1,ỉzwy,ỉ,z,w,125
3,ỉzty.w,ỉ,z,t,190
3,ỉz,ỉ,z,NA,129
2,ỉz,ỉ,z,NA,162
28,ỉz.t-rʿ,ỉ,z,NA,163
2,ỉz.ty,ỉ,z,NA,128
3,ỉzy.t,ỉ,z,NA,129
2,ỉsk,ỉ,s,k,59
9,ỉsk,ỉ,s,k,183
10,ỉsds,ỉ,s,d,110
1,ỉs,ỉ,s,NA,58
2,ỉs,ỉ,s,NA,59
1,ỉs,ỉ,s,NA,80
12,ỉs,ỉ,s,NA,112
16,ỉs,ỉ,s,NA,163
10,ỉs,ỉ,s,NA,176
2,ỉs.t,ỉ,s,NA,55
3,ỉs.t,ỉ,s,NA,55
6,ỉs.t,ỉ,s,NA,67
10,ỉs.t,ỉ,s,NA,71
18,ỉs.t,ỉ,s,NA,77
18,ỉs.t,ỉ,s,NA,77
4,ỉs.t,ỉ,s,NA,118
4,ỉs.t,ỉ,s,NA,129
9,ỉs.t,ỉ,s,NA,141
3,ỉs.t,ỉ,s,NA,190
8,ỉšrw,ỉ,š,r,55
23,ỉšrw,ỉ,š,r,163
26,ỉšd,ỉ,š,d,163
12,ỉqr,ỉ,q,r,61
3,ỉqr,ỉ,q,r,107
4,ỉqr,ỉ,q,r,127
6,ỉqr-ḏbʿ.w,ỉ,q,r,136
6,ỉqḥ,ỉ,q,ḥ,104
17,ỉtm,ỉ,t,m,51
3,ỉtm,ỉ,t,m,51
12,ỉtm,ỉ,t,m,54
12,ỉtm,ỉ,t,m,67
16,ỉtm,ỉ,t,m,77
7,ỉtm,ỉ,t,m,91
1,ỉtm,ỉ,t,m,106
14,ỉtm,ỉ,t,m,112
6,ỉtm,ỉ,t,m,112
9,ỉtm,ỉ,t,m,127
2,ỉtm,ỉ,t,m,129
13,ỉtm,ỉ,t,m,163
18,ỉtm,ỉ,t,m,163
26,ỉtm,ỉ,t,m,163
9,ỉtn,ỉ,t,n,52
4,ỉtn,ỉ,t,n,73
4,ỉtn,ỉ,t,n,73
18,ỉtn,ỉ,t,n,77
18,ỉtn,ỉ,t,n,91
1,ỉtn,ỉ,t,n,106
2,ỉtn,ỉ,t,n,106
6,ỉtn,ỉ,t,n,110
5,ỉtn,ỉ,t,n,141
16,ỉtn,ỉ,t,n,163
11,ỉtn,ỉ,t,n,170
13,ỉtn,ỉ,t,n,184
12,ỉtn.wy,ỉ,t,n,49
13,ỉtn.wy,ỉ,t,n,71
3,ỉtn.wy,ỉ,t,n,80
6,ỉtn.wy,ỉ,t,n,81
1,ỉtn.wy,ỉ,t,n,85
2,ỉtn.wy,ỉ,t,n,107
9,ỉtn.wy,ỉ,t,n,127
8,ỉtr.ty,ỉ,t,r,113
2,ỉtrỉnỉs,ỉ,t,r,141
17,ỉtrw,ỉ,t,r,77
7,ỉtrynỉs,ỉ,t,r,143
8,ỉt-ỉt.w,ỉ,t,-,70
5,ỉt-ỉt.w,ỉ,t,-,71
1,ỉt-ỉt.w,ỉ,t,-,81
1,ỉt-ỉt.w,ỉ,t,-,162
11,ỉt-ỉt.w,ỉ,t,-,170
1,ỉt-ỉt.w,ỉ,t,-,183
2,ỉt-ỉtw,ỉ,t,-,129
3,ỉt-m-šȝʿ,ỉ,t,-,52
2,ỉt-nṯr.w,ỉ,t,-,176
6,ỉt,ỉ,t,NA,51
25,ỉt,ỉ,t,NA,52
3,ỉt,ỉ,t,NA,58
6,ỉt,ỉ,t,NA,58
3,ỉt,ỉ,t,NA,63
1,ỉt,ỉ,t,NA,64
3,ỉt,ỉ,t,NA,73
15,ỉt,ỉ,t,NA,91
3,ỉt,ỉ,t,NA,104
5,ỉt,ỉ,t,NA,104
7,ỉt,ỉ,t,NA,105
1,ỉt,ỉ,t,NA,107
14,ỉt,ỉ,t,NA,136
4,ỉt,ỉ,t,NA,143
3,ỉty,ỉ,t,NA,97
13,ỉty,ỉ,t,NA,135
10,ỉty,ỉ,t,NA,190
16,ỉty.t,ỉ,t,NA,163
8,ỉṯ-kȝ,ỉ,ṯ,-,50
13,ỉṯ-kȝ,ỉ,ṯ,-,76
15,ỉṯ-kȝ,ỉ,ṯ,-,76
8,ỉṯ-kȝ,ỉ,ṯ,-,95
5,ỉṯ,ỉ,ṯ,NA,60
9,ỉṯ,ỉ,ṯ,NA,113
24,ỉṯ.s,ỉ,ṯ,NA,163
4,ỉdb.w,ỉ,d,b,76
4,ỉdb.w,ỉ,d,b,143
3,ỉdb.w,ỉ,d,b,183
17,ỉdb.w-ḥr,ỉ,d,b,72
6,ỉdn,ỉ,d,n,141
5,ỉdḥ,ỉ,d,ḥ,162
7,ỉdḥ,ỉ,d,ḥ,176
4,ỉdḥ.w,ỉ,d,ḥ,76
6,ỉdḥw,ỉ,d,ḥ,162
3,ỉd.wt,ỉ,d,NA,95
2,ỉd.wt,ỉ,d,NA,190
4,ỉd.wt,ỉ,d,NA,190
2,ʿȝb.t,ʿ,ȝ,b,55
3,ʿȝpp,ʿ,ȝ,p,81
7,ʿȝpp,ʿ,ȝ,p,127
17,ʿȝpp,ʿ,ȝ,p,163
28,ʿȝpp,ʿ,ȝ,p,163
1,ʿȝ-ỉb,ʿ,ȝ,-,55
1,ʿȝ-ỉrw,ʿ,ȝ,-,112
11,ʿȝ-pḥty,ʿ,ȝ,-,62
1,ʿȝ-pḥty,ʿ,ȝ,-,82
5,ʿȝ-pḥty,ʿ,ȝ,-,127
11,ʿȝ-rqḥ,ʿ,ȝ,-,50
16,ʿȝ-šb.w,ʿ,ȝ,-,91
13,ʿȝ,ʿ,ȝ,NA,51
2,ʿȝ,ʿ,ȝ,NA,55
1,ʿȝ,ʿ,ȝ,NA,59
11,ʿȝ,ʿ,ȝ,NA,61
8,ʿȝ,ʿ,ȝ,NA,62
3,ʿȝ,ʿ,ȝ,NA,63
20,ʿȝ,ʿ,ȝ,NA,67
10,ʿȝ,ʿ,ȝ,NA,70
16,ʿȝ,ʿ,ȝ,NA,70
12,ʿȝ,ʿ,ȝ,NA,72
14,ʿȝ,ʿ,ȝ,NA,77
7,ʿȝ,ʿ,ȝ,NA,80
3,ʿȝ,ʿ,ȝ,NA,81
6,ʿȝ,ʿ,ȝ,NA,81
3,ʿȝ,ʿ,ȝ,NA,91
1,ʿȝ,ʿ,ȝ,NA,103
13,ʿȝ,ʿ,ȝ,NA,110
3,ʿȝ,ʿ,ȝ,NA,120
8,ʿȝ,ʿ,ȝ,NA,127
4,ʿȝ,ʿ,ȝ,NA,129
12,ʿȝ,ʿ,ȝ,NA,135
13,ʿȝ,ʿ,ȝ,NA,135
8,ʿȝ,ʿ,ȝ,NA,135
2,ʿȝ,ʿ,ȝ,NA,150
18,ʿȝ,ʿ,ȝ,NA,163
5,ʿȝ,ʿ,ȝ,NA,176
1,ʿȝ,ʿ,ȝ,NA,183
4,ʿȝ,ʿ,ȝ,NA,183
11,ʿȝ.t,ʿ,ȝ,NA,49
4,ʿȝ.t,ʿ,ȝ,NA,50
15,ʿȝ.t,ʿ,ȝ,NA,51
2,ʿȝ.t,ʿ,ȝ,NA,55
18,ʿȝ.t,ʿ,ȝ,NA,67
6,ʿȝ.t,ʿ,ȝ,NA,73
6,ʿȝ.t,ʿ,ȝ,NA,73
12,ʿȝ.t,ʿ,ȝ,NA,77
8,ʿȝ.t,ʿ,ȝ,NA,115
2,ʿȝ.t,ʿ,ȝ,NA,127
13,ʿȝ.t,ʿ,ȝ,NA,136
4,ʿȝ.t,ʿ,ȝ,NA,162
11,ʿȝ.t,ʿ,ȝ,NA,170
2,ʿȝ.t,ʿ,ȝ,NA,183
2,ʿȝ.w,ʿ,ȝ,NA,64
10,ʿȝ.w,ʿ,ȝ,NA,73
14,ʿȝ.w,ʿ,ȝ,NA,77
5,ʿȝ.w,ʿ,ȝ,NA,104
3,ʿȝ.w,ʿ,ȝ,NA,130
5,ʿʿ,ʿ,ʿ,NA,162
16,ʿwn.t,ʿ,w,n,77
4,ʿw.t,ʿ,w,NA,95
1,ʿw.t,ʿ,w,NA,103
2,ʿw.t-nṯr,ʿ,w,NA,190
16,ʿbȝ.t,ʿ,b,ȝ,77
26,ʿbȝ.t,ʿ,b,ȝ,163
25,ʿbȝ.t,ʿ,b,ȝ,184
5,ʿbʿb.w,ʿ,b,ʿ,190
1,ʿbw,ʿ,b,w,49
5,ʿbw,ʿ,b,w,49
9,ʿbw,ʿ,b,w,49
14,ʿbw,ʿ,b,w,52
15,ʿbw,ʿ,b,w,52
10,ʿbw,ʿ,b,w,67
11,ʿbw,ʿ,b,w,67
11,ʿbw,ʿ,b,w,67
18,ʿbw,ʿ,b,w,67
4,ʿbw,ʿ,b,w,67
4,ʿbw,ʿ,b,w,67
5,ʿbw,ʿ,b,w,67
2,ʿbw,ʿ,b,w,82
21,ʿbw,ʿ,b,w,184
11,ʿbw-wr,ʿ,b,w,77
9,ʿb,ʿ,b,NA,104
9,ʿb,ʿ,b,NA,104
16,ʿb.n,ʿ,b,NA,67
9,ʿb.n,ʿ,b,NA,67
4,ʿby.w,ʿ,b,NA,190
2,ʿpr,ʿ,p,r,85
4,ʿpr,ʿ,p,r,85
11,ʿpr,ʿ,p,r,118
1,ʿpr,ʿ,p,r,124
3,ʿpr,ʿ,p,r,162
19,ʿpr,ʿ,p,r,163
2,ʿpr,ʿ,p,r,190
3,ʿm,ʿ,m,NA,60
4,ʿmy.wt,ʿ,m,NA,190
11,ʿnḫ,ʿ,n,ḫ,50
13,ʿnḫ,ʿ,n,ḫ,50
4,ʿnḫ,ʿ,n,ḫ,50
4,ʿnḫ,ʿ,n,ḫ,51
6,ʿnḫ,ʿ,n,ḫ,51
16,ʿnḫ,ʿ,n,ḫ,54
1,ʿnḫ,ʿ,n,ḫ,59
1,ʿnḫ,ʿ,n,ḫ,59
2,ʿnḫ,ʿ,n,ḫ,59
15,ʿnḫ,ʿ,n,ḫ,70
15,ʿnḫ,ʿ,n,ḫ,70
15,ʿnḫ,ʿ,n,ḫ,70
5,ʿnḫ,ʿ,n,ḫ,70
8,ʿnḫ,ʿ,n,ḫ,76
1,ʿnḫ,ʿ,n,ḫ,80
2,ʿnḫ,ʿ,n,ḫ,80
1,ʿnḫ,ʿ,n,ḫ,82
5,ʿnḫ,ʿ,n,ḫ,91
1,ʿnḫ,ʿ,n,ḫ,97
2,ʿnḫ,ʿ,n,ḫ,97
3,ʿnḫ,ʿ,n,ḫ,97
1,ʿnḫ,ʿ,n,ḫ,103
2,ʿnḫ,ʿ,n,ḫ,103
3,ʿnḫ,ʿ,n,ḫ,104
1,ʿnḫ,ʿ,n,ḫ,107
10,ʿnḫ,ʿ,n,ḫ,120
5,ʿnḫ,ʿ,n,ḫ,128
11,ʿnḫ,ʿ,n,ḫ,131
16,ʿnḫ,ʿ,n,ḫ,135
5,ʿnḫ,ʿ,n,ḫ,141
2,ʿnḫ,ʿ,n,ḫ,146
1,ʿnḫ,ʿ,n,ḫ,162
15,ʿnḫ,ʿ,n,ḫ,163
20,ʿnḫ,ʿ,n,ḫ,163
21,ʿnḫ,ʿ,n,ḫ,163
24,ʿnḫ,ʿ,n,ḫ,163
26,ʿnḫ,ʿ,n,ḫ,163
2,ʿnḫ,ʿ,n,ḫ,169
11,ʿnḫ,ʿ,n,ḫ,177
24,ʿnḫ,ʿ,n,ḫ,184
4,ʿnḫ-ḏ.t,ʿ,n,ḫ,118
16,ʿnḫ-ḏd-wȝs,ʿ,n,ḫ,51
16,ʿnḫ-ḏd-wȝs,ʿ,n,ḫ,51
9,ʿnḫ-ḏd-wȝs,ʿ,n,ḫ,52
7,ʿnḫ-ḏd-wȝs,ʿ,n,ḫ,112
4,ʿnḫ-ḏd-wȝs,ʿ,n,ḫ,118
1,ʿnḫ-ḏd-wȝs,ʿ,n,ḫ,135
6,ʿnḫ-ḏd-wȝs,ʿ,n,ḫ,135
8,ʿnḫ-ḏd-wȝs,ʿ,n,ḫ,135
8,ʿnḫ-ḏd-wȝs,ʿ,n,ḫ,190
3,ʿnḫ-tȝ.wy,ʿ,n,ḫ,55
13,ʿnḫ-tȝ.wy,ʿ,n,ḫ,163
23,ʿnḫ-tȝ.wy,ʿ,n,ḫ,163
16,ʿnḫ-wȝs,ʿ,n,ḫ,67
15,ʿnḫ-wȝs,ʿ,n,ḫ,135
3,ʿnḫ-wḏȝ-snb,ʿ,n,ḫ,52
7,ʿnḫ.w,ʿ,n,ḫ,55
15,ʿnḫ.w,ʿ,n,ḫ,67
8,ʿnḫ.w,ʿ,n,ḫ,67
5,ʿnḫ.w,ʿ,n,ḫ,88
5,ʿnḫ.w,ʿ,n,ḫ,91
6,ʿnḫ.w,ʿ,n,ḫ,135
12,ʿnḫ.w,ʿ,n,ḫ,141
23,ʿnḫ.w,ʿ,n,ḫ,184
1,ʿnty.w,ʿ,n,t,102
1,ʿntyw,ʿ,n,t,62
6,ʿntyw,ʿ,n,t,81
1,ʿntyw,ʿ,n,t,102
1,ʿntyw,ʿ,n,t,123
21,ʿntyw,ʿ,n,t,163
6,ʿnḏ,ʿ,n,ḏ,91
14,ʿn-ḥr,ʿ,n,-,72
11,ʿn-ḫʿỉ,ʿ,n,-,88
1,ʿn,ʿ,n,NA,55
8,ʿn,ʿ,n,NA,136
4,ʿn,ʿ,n,NA,141
8,ʿn,ʿ,n,NA,190
9,ʿn.wy,ʿ,n,NA,127
2,ʿrry.t,ʿ,r,r,124
13,ʿrq,ʿ,r,q,49
4,ʿrq.w,ʿ,r,q,64
18,ʿr,ʿ,r,NA,52
14,ʿr,ʿ,r,NA,77
2,ʿr,ʿ,r,NA,81
5,ʿr,ʿ,r,NA,162
5,ʿr,ʿ,r,NA,183
5,ʿr,ʿ,r,NA,183
1,ʿr.w,ʿ,r,NA,55
11,ʿh,ʿ,h,NA,141
1,ʿḥȝ,ʿ,ḥ,ȝ,55
16,ʿḥȝ,ʿ,ḥ,ȝ,77
1,ʿḥȝ,ʿ,ḥ,ȝ,127
8,ʿḥȝ-nfr,ʿ,ḥ,ȝ,55
14,ʿḥȝ-nfr,ʿ,ḥ,ȝ,77
4,ʿḥʿ,ʿ,ḥ,ʿ,51
8,ʿḥʿ,ʿ,ḥ,ʿ,54
14,ʿḥʿ,ʿ,ḥ,ʿ,73
1,ʿḥʿ,ʿ,ḥ,ʿ,85
4,ʿḥʿ,ʿ,ḥ,ʿ,130
24,ʿḥʿ,ʿ,ḥ,ʿ,184
6,ʿḥʿ.ỉn,ʿ,ḥ,ʿ,55
26,ʿḥʿ.w,ʿ,ḥ,ʿ,163
12,ʿḥʿy,ʿ,ḥ,ʿ,73
1,ʿḥʿy-nfr,ʿ,ḥ,ʿ,107
11,ʿḥ,ʿ,ḥ,NA,49
14,ʿḥ,ʿ,ḥ,NA,77
2,ʿḥ,ʿ,ḥ,NA,81
16,ʿḥ,ʿ,ḥ,NA,88
10,ʿḫỉ,ʿ,ḫ,ỉ,77
11,ʿḫỉ,ʿ,ḫ,ỉ,177
18,ʿḫỉ,ʿ,ḫ,ỉ,184
10,ʿḫỉ-p.t,ʿ,ḫ,ỉ,77
3,ʿḫỉ-pt,ʿ,ḫ,ỉ,64
2,ʿḫm,ʿ,ḫ,m,127
6,ʿšȝ,ʿ,š,ȝ,52
4,ʿšȝ,ʿ,š,ȝ,54
19,ʿšȝ,ʿ,š,ȝ,67
3,ʿšȝ,ʿ,š,ȝ,71
17,ʿšȝ,ʿ,š,ȝ,77
2,ʿšȝ,ʿ,š,ȝ,127
1,ʿšȝ,ʿ,š,ȝ,135
9,ʿšȝ,ʿ,š,ȝ,169
1,ʿšȝ,ʿ,š,ȝ,190
5,ʿšȝ-dm,ʿ,š,ȝ,55
12,ʿšȝ.w,ʿ,š,ȝ,51
4,ʿšȝ.w,ʿ,š,ȝ,54
20,ʿšȝ.w,ʿ,š,ȝ,73
3,ʿšȝ.w,ʿ,š,ȝ,97
18,ʿšʿ,ʿ,š,ʿ,77
1,ʿš,ʿ,š,NA,59
1,ʿš,ʿ,š,NA,104
10,ʿš,ʿ,š,NA,120
9,ʿq,ʿ,q,NA,52
2,ʿq,ʿ,q,NA,55
3,ʿq,ʿ,q,NA,55
8,ʿq,ʿ,q,NA,55
9,ʿq,ʿ,q,NA,71
10,ʿq,ʿ,q,NA,77
14,ʿq,ʿ,q,NA,77
1,ʿq,ʿ,q,NA,84
1,ʿq,ʿ,q,NA,96
9,ʿq,ʿ,q,NA,104
10,ʿq,ʿ,q,NA,127
4,ʿq,ʿ,q,NA,129
3,ʿq,ʿ,q,NA,130
26,ʿq,ʿ,q,NA,184
8,ʿq.n,ʿ,q,NA,51
2,ʿq.n,ʿ,q,NA,125
27,ʿḏʿḏ,ʿ,ḏ,ʿ,163
13,ʿḏ,ʿ,ḏ,NA,54
7,ʿḏ.t,ʿ,ḏ,NA,127
1,ʿ-rsy,ʿ,-,r,64
1,ʿ-rsy,ʿ,-,r,81
3,ʿ.wt,ʿ,NA,w,63
14,ʿ.wt,ʿ,NA,w,70
2,ʿ.wt,ʿ,NA,w,81
7,ʿ.wy,ʿ,NA,w,55
7,ʿ.wy,ʿ,NA,w,55
9,ʿ.wy,ʿ,NA,w,55
6,ʿ.wy,ʿ,NA,w,72
1,ʿ.wy,ʿ,NA,w,84
5,ʿ.wy,ʿ,NA,w,110
5,ʿgny,ʿ,NA,n,55
8,ʿgny,ʿ,NA,n,55
15,ʿgny,ʿ,NA,n,77
2,ʿ.t,ʿ,NA,t,125
18,ʿ.t-rsy.t,ʿ,NA,t,163
2,wȝỉ,w,ȝ,ỉ,82
9,wȝỉ,w,ȝ,ỉ,176
6,wȝrḫ,w,ȝ,r,183
2,wȝḥ,w,ȝ,ḥ,55
1,wȝḥ,w,ȝ,ḥ,102
3,wȝḥ,w,ȝ,ḥ,104
16,wȝḥ,w,ȝ,ḥ,136
2,wȝḥ,w,ȝ,ḥ,162
1,wȝḥ,w,ȝ,ḥ,176
14,wȝḥ-sȝḥw-rʿ,w,ȝ,ḥ,77
18,wȝḥ-tp,w,ȝ,ḥ,88
19,wȝḥ-tp,w,ȝ,ḥ,163
20,wȝḥ.t,w,ȝ,ḥ,163
5,wȝs,w,ȝ,s,91
16,wȝs,w,ȝ,s,135
1,wȝs.t,w,ȝ,s,60
5,wȝs.t,w,ȝ,s,73
3,wȝsỉ,w,ȝ,s,183
5,wȝš,w,ȝ,š,131
5,wȝš,w,ȝ,š,131
11,wȝd,w,ȝ,d,50
4,wȝḏ,w,ȝ,ḏ,130
10,wȝḏ,w,ȝ,ḏ,131
5,wȝḏ,w,ȝ,ḏ,162
5,wȝḏ,w,ȝ,ḏ,162
4,wȝḏ,w,ȝ,ḏ,169
9,wȝḏ,w,ȝ,ḏ,169
5,wȝḏ-ḥr,w,ȝ,ḏ,162
16,wȝḏ-ḥw,w,ȝ,ḏ,91
12,wȝḏ-wr,w,ȝ,ḏ,163
11,wȝḏ.t,w,ȝ,ḏ,50
17,wȝḏ.ty,w,ȝ,ḏ,51
16,wȝḏ.ty,w,ȝ,ḏ,72
6,wȝḏ.ty,w,ȝ,ḏ,88
5,wȝḏ.w,w,ȝ,ḏ,130
5,wȝḏ.w,w,ȝ,ḏ,130
2,wȝḏwȝḏ,w,ȝ,ḏ,54
4,wȝḏwȝḏ,w,ȝ,ḏ,76
6,wȝḏwȝḏ,w,ȝ,ḏ,81
2,wȝḏwȝḏ,w,ȝ,ḏ,190
7,wȝḏwȝḏ.w,w,ȝ,ḏ,169
6,wȝḏy.t,w,ȝ,ḏ,70
14,wȝḏy.t,w,ȝ,ḏ,112
11,wȝḏy.t,w,ȝ,ḏ,131
8,wȝḏy.t,w,ȝ,ḏ,131
14,wȝḏy.t,w,ȝ,ḏ,135
5,wȝḏy.t,w,ȝ,ḏ,169
19,wȝ.t,w,ȝ,NA,52
8,wȝ.t,w,ȝ,NA,70
11,wȝ.wt,w,ȝ,NA,52
20,wȝ.wt,w,ȝ,NA,52
17,wỉ,w,ỉ,NA,77
7,wʿb,w,ʿ,b,49
13,wʿb,w,ʿ,b,52
7,wʿb,w,ʿ,b,55
12,wʿb,w,ʿ,b,67
5,wʿb,w,ʿ,b,67
9,wʿb,w,ʿ,b,67
14,wʿb,w,ʿ,b,71
14,wʿb,w,ʿ,b,71
6,wʿb,w,ʿ,b,72
3,wʿb,w,ʿ,b,110
3,wʿb,w,ʿ,b,120
11,wʿb,w,ʿ,b,127
11,wʿb,w,ʿ,b,127
14,wʿb-sḫm.t,w,ʿ,b,77
6,wʿb.t,w,ʿ,b,55
4,wʿb.w,w,ʿ,b,50
3,wʿb.w,w,ʿ,b,72
9,wʿb.w,w,ʿ,b,176
1,wʿ-wʿ.w,w,ʿ,-,97
3,wʿ,w,ʿ,NA,63
2,wʿ,w,ʿ,NA,64
2,wʿ,w,ʿ,NA,64
3,wʿ,w,ʿ,NA,64
7,wʿ,w,ʿ,NA,73
4,wʿ,w,ʿ,NA,80
8,wʿ,w,ʿ,NA,91
4,wʿ,w,ʿ,NA,104
2,wʿ,w,ʿ,NA,112
13,wʿ,w,ʿ,NA,120
9,wʿ,w,ʿ,NA,127
8,wʿ,w,ʿ,NA,141
24,wʿ,w,ʿ,NA,163
1,wʿ,w,ʿ,NA,190
17,wʿ.t,w,ʿ,NA,88
3,wʿ.t,w,ʿ,NA,130
16,ww,w,w,NA,54
5,ww,w,w,NA,60
11,ww,w,w,NA,71
11,ww,w,w,NA,73
5,ww,w,w,NA,73
4,ww,w,w,NA,76
3,ww,w,w,NA,80
8,ww,w,w,NA,95
4,ww.t,w,w,NA,81
4,ww.t,w,w,NA,127
20,wbȝ,w,b,ȝ,52
9,wbȝ,w,b,ȝ,55
8,wbȝ,w,b,ȝ,162
5,wbȝ,w,b,ȝ,183
10,wbn,w,b,n,51
4,wbn,w,b,n,52
6,wbn,w,b,n,52
6,wbn,w,b,n,52
8,wbn,w,b,n,52
9,wbn,w,b,n,52
4,wbn,w,b,n,60
3,wbn,w,b,n,64
13,wbn,w,b,n,70
16,wbn,w,b,n,73
12,wbn,w,b,n,76
4,wbn,w,b,n,80
18,wbn,w,b,n,91
2,wbn,w,b,n,103
1,wbn,w,b,n,106
2,wbn,w,b,n,106
1,wbn,w,b,n,110
11,wbn,w,b,n,113
5,wbn,w,b,n,127
2,wbn,w,b,n,130
5,wbn,w,b,n,141
5,wbn,w,b,n,169
11,wbn,w,b,n,170
13,wbn,w,b,n,184
19,wbn,w,b,n,184
2,wbg,w,b,NA,128
1,wpš,w,p,š,49
20,wpš,w,p,š,184
15,wp-rnp.t,w,p,-,77
4,wp-tr.w,w,p,-,51
20,wp-wȝ.wt,w,p,-,52
10,wp-wȝ.wt,w,p,-,91
5,wp-wȝ.wt,w,p,-,110
20,wp,w,p,NA,52
25,wp,w,p,NA,163
9,wp,w,p,NA,169
1,wp.t-rnp.t,w,p,NA,55
1,wp.t-rnpt,w,p,NA,55
6,wpy,w,p,NA,81
6,wpy,w,p,NA,81
8,wpy,w,p,NA,127
12,wnw.t,w,n,w,77
14,wnw.t,w,n,w,77
18,wnw.t,w,n,w,77
18,wnw.t,w,n,w,77
25,wnw.wt,w,n,w,163
1,wnwn,w,n,w,169
2,wnf-ỉb,w,n,f,124
3,wnm-ỉȝb,w,n,m,85
5,wnm.t,w,n,m,112
11,wnmy.w,w,n,m,131
4,wnn,w,n,n,64
1,wnn,w,n,n,96
2,wnn,w,n,n,96
1,wnn,w,n,n,102
5,wnn,w,n,n,104
9,wnn,w,n,n,104
1,wnn,w,n,n,106
1,wnn,w,n,n,107
4,wnn,w,n,n,118
4,wnn,w,n,n,130
16,wnn,w,n,n,136
12,wnn.t,w,n,n,54
4,wnn.t,w,n,n,54
19,wnn.t,w,n,n,67
12,wnn.t,w,n,n,70
14,wnn.t,w,n,n,70
2,wnn.t,w,n,n,104
4,wnn.t,w,n,n,106
13,wnn.t,w,n,n,120
11,wnn.t,w,n,n,135
15,wnn.t,w,n,n,184
10,wnḫ,w,n,ḫ,127
5,wnš.w,w,n,š,190
17,wnḏ.w,w,n,ḏ,72
11,wn-ḥr,w,n,-,77
12,wn-ḥr,w,n,-,77
15,wn-ḥr,w,n,-,77
18,wn-ḥr,w,n,-,77
12,wn-nfr,w,n,-,141
7,wn,w,n,NA,55
7,wn,w,n,NA,55
9,wn,w,n,NA,55
1,wn,w,n,NA,71
18,wn,w,n,NA,77
4,wn,w,n,NA,81
12,wn,w,n,NA,112
2,wn,w,n,NA,127
20,wn,w,n,NA,163
20,wn,w,n,NA,163
25,wn,w,n,NA,163
20,wn,w,n,NA,184
24,wn,w,n,NA,184
2,wn,w,n,NA,190
6,wn.t,w,n,NA,55
22,wn.wt,w,n,NA,184
12,wrr.t,w,r,r,88
4,wrh,w,r,h,58
5,wrh,w,r,h,81
7,wrḥ,w,r,ḥ,55
1,wrḥ,w,r,ḥ,63
21,wrḥ,w,r,ḥ,163
2,wrš,w,r,š,129
2,wrš,w,r,š,129
1,wrḏ,w,r,ḏ,84
8,wr-ḥkȝw,w,r,-,55
4,wr-ḥkȝw,w,r,-,60
12,wr-ḥkȝw,w,r,-,72
2,wr-ḥkȝw,w,r,-,150
1,wr-nrw,w,r,-,112
3,wr-pḥty,w,r,-,91
1,wr-pḥty,w,r,-,162
21,wr-sḫm.w,w,r,-,52
1,wr-šfy.t,w,r,-,82
1,wr-šfy.t,w,r,-,120
5,wr-ww,w,r,-,162
12,wr,w,r,NA,50
4,wr,w,r,NA,50
5,wr,w,r,NA,50
13,wr,w,r,NA,51
8,wr,w,r,NA,54
2,wr,w,r,NA,55
11,wr,w,r,NA,61
20,wr,w,r,NA,67
10,wr,w,r,NA,70
12,wr,w,r,NA,70
16,wr,w,r,NA,70
12,wr,w,r,NA,72
13,wr,w,r,NA,72
1,wr,w,r,NA,81
2,wr,w,r,NA,81
6,wr,w,r,NA,81
6,wr,w,r,NA,81
1,wr,w,r,NA,85
2,wr,w,r,NA,85
4,wr,w,r,NA,85
2,wr,w,r,NA,102
7,wr,w,r,NA,113
4,wr,w,r,NA,118
11,wr,w,r,NA,123
10,wr,w,r,NA,127
2,wr,w,r,NA,129
13,wr,w,r,NA,135
2,wr,w,r,NA,150
25,wr,w,r,NA,163
25,wr,w,r,NA,163
25,wr,w,r,NA,163
8,wr,w,r,NA,169
6,wr,w,r,NA,176
5,wr,w,r,NA,183
13,wr,w,r,NA,184
21,wr,w,r,NA,184
21,wr,w,r,NA,184
1,wr,w,r,NA,190
10,wr.t,w,r,NA,49
5,wr.t,w,r,NA,51
23,wr.t,w,r,NA,52
25,wr.t,w,r,NA,52
5,wr.t,w,r,NA,55
5,wr.t,w,r,NA,55
8,wr.t,w,r,NA,61
5,wr.t,w,r,NA,62
17,wr.t,w,r,NA,67
10,wr.t,w,r,NA,71
5,wr.t,w,r,NA,71
10,wr.t,w,r,NA,72
10,wr.t,w,r,NA,73
18,wr.t,w,r,NA,73
5,wr.t,w,r,NA,73
11,wr.t,w,r,NA,76
15,wr.t,w,r,NA,76
3,wr.t,w,r,NA,76
7,wr.t,w,r,NA,76
14,wr.t,w,r,NA,77
18,wr.t,w,r,NA,77
16,wr.t,w,r,NA,88
11,wr.t,w,r,NA,91
13,wr.t,w,r,NA,91
14,wr.t,w,r,NA,91
15,wr.t,w,r,NA,91
2,wr.t,w,r,NA,110
12,wr.t,w,r,NA,113
8,wr.t,w,r,NA,118
5,wr.t,w,r,NA,123
13,wr.t,w,r,NA,136
