row,word,first,second,third,text
7,wr.t,w,r,NA,136
3,wr.t,w,r,NA,143
7,wr.t,w,r,NA,143
19,wr.t,w,r,NA,163
23,wr.t,w,r,NA,163
11,wr.t,w,r,NA,170
1,wr.t,w,r,NA,176
7,wr.t-ḥkȝw,w,r,NA,141
8,wr.t-mrw.t,w,r,NA,55
12,wr.w,w,r,NA,51
2,wr.w,w,r,NA,58
2,wr.w,w,r,NA,58
3,wr.w,w,r,NA,58
20,wr.w,w,r,NA,73
3,wr.w,w,r,NA,81
5,wr.w,w,r,NA,88
5,wr.w,w,r,NA,104
1,wr.w,w,r,NA,124
1,wr.w,w,r,NA,140
18,wr.w,w,r,NA,163
4,wr.wy,w,r,NA,85
1,wr.wy,w,r,NA,124
4,wry.t,w,r,NA,190
10,whȝ,w,h,ȝ,77
23,wḥʿ-tȝ,w,ḥ,ʿ,163
14,wḥm,w,ḥ,m,51
8,wḥm,w,ḥ,m,54
3,wḥm,w,ḥ,m,107
13,wḥm,w,ḥ,m,135
2,wḥm,w,ḥ,m,150
9,wḥm,w,ḥ,m,176
27,wḥm,w,ḥ,m,184
7,wḥm-ʿnḫ,w,ḥ,m,50
1,wḥm-ʿnḫ,w,ḥ,m,96
20,wḥm-ʿnḫ,w,ḥ,m,184
5,wḫȝ,w,ḫ,ȝ,52
5,wḫȝ,w,ḫ,ȝ,162
17,wḫȝ,w,ḫ,ȝ,163
2,wḫȝ,w,ḫ,ȝ,176
1,wḫȝ,w,ḫ,ȝ,190
2,wḫȝ.w,w,ḫ,ȝ,162
9,wḫȝ.w,w,ḫ,ȝ,162
6,wḫȝ.w,w,ḫ,ȝ,183
4,wḫ.w,w,ḫ,NA,64
2,wsỉr,w,s,ỉ,55
7,wsỉr,w,s,ỉ,55
5,wsỉr,w,s,ỉ,58
11,wsỉr,w,s,ỉ,71
18,wsỉr,w,s,ỉ,77
3,wsỉr,w,s,ỉ,81
14,wsỉr,w,s,ỉ,88
7,wsỉr,w,s,ỉ,110
3,wsỉr,w,s,ỉ,129
7,wsỉr,w,s,ỉ,140
9,wsỉr,w,s,ỉ,141
20,wsỉr,w,s,ỉ,163
26,wsỉr,w,s,ỉ,163
25,wsỉr,w,s,ỉ,184
27,wsỉr-nḫt,w,s,ỉ,163
1,wsỉr-nxt,w,s,ỉ,130
3,wspsyns,w,s,p,71
3,wspsyns,w,s,p,97
1,wspsynys,w,s,p,102
2,wsn,w,s,n,103
5,wsr.t,w,s,r,60
11,wsr.t,w,s,r,91
2,wsr.t,w,s,r,146
1,wsr.t,w,s,r,169
8,wsḫ,w,s,ḫ,115
10,wsḫ.t,w,s,ḫ,77
24,wsḫ.t,w,s,ḫ,163
9,wsḫ.t-ḫʿ,w,s,ḫ,55
16,wsḫ.t-ḫʿ,w,s,ḫ,77
20,ws-n-p.t,w,s,-,163
26,ws,w,s,NA,184
2,ws.rt,w,s,NA,102
1,wšȝ,w,š,ȝ,113
6,wšr,w,š,r,80
26,wšr,w,š,r,163
2,wš,w,š,NA,85
3,wtkr,w,t,k,122
5,wtṯ,w,t,ṯ,50
14,wṯz,w,ṯ,z,77
11,wṯz,w,ṯ,z,91
2,wṯz,w,ṯ,z,128
11,wṯz,w,ṯ,z,141
13,wṯz,w,ṯ,z,141
28,wṯz,w,ṯ,z,163
1,wṯz,w,ṯ,z,169
1,wṯz,w,ṯ,z,169
10,wṯz,w,ṯ,z,169
10,wṯz,w,ṯ,z,176
9,wṯz,w,ṯ,z,183
4,wṯz-ḫʿ,w,ṯ,z,106
3,wṯz-ḫʿ,w,ṯ,z,141
22,wṯz-nfrw,w,ṯ,z,52
3,wṯz-nfrw,w,ṯ,z,162
1,wṯt,w,ṯ,t,59
1,wṯt,w,ṯ,t,82
5,wdỉ,w,d,ỉ,52
8,wdpw,w,d,p,143
7,wdn,w,d,n,54
4,wḏȝ.t,w,ḏ,ȝ,60
13,wḏȝ.t,w,ḏ,ȝ,72
3,wḏȝ.ty,w,ḏ,ȝ,127
3,wḏʿ,w,ḏ,ʿ,55
5,wḏʿ-mdw,w,ḏ,ʿ,81
8,wḏʿ-mdw,w,ḏ,ʿ,127
14,wḏḥ,w,ḏ,ḥ,54
17,wḏḥ,w,ḏ,ḥ,91
9,wḏḥw,w,ḏ,ḥ,131
1,wḏ,w,ḏ,NA,59
3,wḏ,w,ḏ,NA,106
24,wḏ,w,ḏ,NA,163
4,wḏy.wt,w,ḏ,NA,190
5,bȝw,b,ȝ,w,131
14,bȝw,b,ȝ,w,141
1,bȝw,b,ȝ,w,176
5,bȝw.t,b,ȝ,w,162
3,bȝw.t,b,ȝ,w,176
3,bȝḥ,b,ȝ,ḥ,58
9,bȝḥ,b,ȝ,ḥ,70
7,bȝḥ,b,ȝ,ḥ,72
12,bȝḥ,b,ȝ,ḥ,77
13,bȝḥ,b,ȝ,ḥ,77
14,bȝḥ,b,ȝ,ḥ,77
3,bȝẖ,b,ȝ,ẖ,55
11,bȝst.t,b,ȝ,s,50
15,bȝst.t,b,ȝ,s,77
23,bȝst.t,b,ȝ,s,163
19,bȝšt.t,b,ȝ,š,67
3,bȝq.t,b,ȝ,q,97
1,bȝq.t,b,ȝ,q,162
3,bȝq.t,b,ȝ,q,183
7,bȝk,b,ȝ,k,72
24,bȝ-bȝ.w,b,ȝ,-,184
5,bȝ-wr,b,ȝ,-,162
26,bȝ,b,ȝ,NA,52
12,bȝ,b,ȝ,NA,54
12,bȝ,b,ȝ,NA,70
9,bȝ,b,ȝ,NA,73
4,bȝ,b,ȝ,NA,80
12,bȝ,b,ȝ,NA,88
10,bȝ,b,ȝ,NA,91
7,bȝ,b,ȝ,NA,95
1,bȝ,b,ȝ,NA,103
2,bȝ,b,ȝ,NA,103
2,bȝ,b,ȝ,NA,106
4,bȝ,b,ȝ,NA,106
1,bȝ,b,ȝ,NA,112
8,bȝ,b,ȝ,NA,113
1,bȝ,b,ȝ,NA,120
9,bȝ,b,ȝ,NA,120
4,bȝ,b,ȝ,NA,140
5,bȝ,b,ȝ,NA,140
6,bȝ,b,ȝ,NA,140
7,bȝ,b,ȝ,NA,140
23,bȝ,b,ȝ,NA,163
4,bȝ,b,ȝ,NA,190
15,bȝ.t,b,ȝ,NA,136
2,bȝ.w,b,ȝ,NA,59
2,bȝ.w,b,ȝ,NA,103
2,bȝ.w,b,ȝ,NA,105
1,bȝ.w,b,ȝ,NA,140
11,bȝ.w,b,ȝ,NA,141
13,bȝ.w,b,ȝ,NA,141
14,bȝ.w,b,ȝ,NA,141
23,bȝ.w-ʿnḫ.w,b,ȝ,NA,184
3,bỉȝ,b,ỉ,ȝ,97
9,bỉk,b,ỉ,k,141
1,bỉty,b,ỉ,t,50
1,bỉty,b,ỉ,t,51
1,bỉty,b,ỉ,t,52
15,bỉty,b,ỉ,t,67
13,bỉty,b,ỉ,t,141
27,bỉty-bỉty.w,b,ỉ,t,184
6,bʿḥ,b,ʿ,ḥ,54
14,bʿḥ,b,ʿ,ḥ,76
16,bʿḥ,b,ʿ,ḥ,76
5,bʿḥ,b,ʿ,ḥ,76
1,bʿḥ,b,ʿ,ḥ,96
4,bʿḥ,b,ʿ,ḥ,105
2,bʿḥ,b,ʿ,ḥ,150
23,bʿḥ,b,ʿ,ḥ,163
28,bʿḥ.w,b,ʿ,ḥ,184
10,bwt-nṯr,b,w,t,127
10,bw,b,w,NA,51
1,bw,b,w,NA,60
4,bw,b,w,NA,60
3,bw,b,w,NA,64
16,bw,b,w,NA,73
1,bw,b,w,NA,84
2,bw,b,w,NA,124
4,bw,b,w,NA,129
4,bw,b,w,NA,129
2,bw,b,w,NA,162
23,bw,b,w,NA,184
2,bw.t,b,w,NA,82
14,bnr-mrw.t,b,n,r,51
12,bnr-mrw.t,b,n,r,88
28,bns,b,n,s,163
1,bhd,b,h,d,102
25,bḥn,b,ḥ,n,52
6,bḥs.w,b,ḥ,s,190
5,bḥdty,b,ḥ,d,135
10,bẖ,b,ẖ,NA,72
1,bẖ,b,ẖ,NA,106
11,bẖ,b,ẖ,NA,170
8,bẖ,b,ẖ,NA,176
7,bẖ.n,b,ẖ,NA,141
1,bzn,b,z,n,49
8,bs,b,s,NA,50
5,bs,b,s,NA,70
25,bs,b,s,NA,184
10,bqnqn.w,b,q,n,52
17,bqnqn.w,b,q,n,52
17,bqnqn.w,b,q,n,52
7,bdš.w,b,d,š,127
2,beloved,b,NA,NA,150
4,pȝw.t,p,ȝ,w,143
2,pȝwty,p,ȝ,w,58
8,pȝwty,p,ȝ,w,71
8,pȝwty,p,ȝ,w,91
12,pȝwty,p,ȝ,w,112
15,pȝwty,p,ȝ,w,112
13,pȝwty,p,ȝ,w,120
16,pȝwty,p,ȝ,w,163
15,pȝwty,p,ȝ,w,184
7,pȝwty.w,p,ȝ,w,58
2,pȝwty.w,p,ȝ,w,59
1,pȝwty.w,p,ȝ,w,63
2,pȝwty.w,p,ȝ,w,82
10,pȝwty.w,p,ȝ,w,118
11,pȝwty.w,p,ȝ,w,118
13,pȝwty.w,p,ȝ,w,120
1,pȝwty.w,p,ȝ,w,162
2,pȝwty.w,p,ȝ,w,162
22,pȝq,p,ȝ,q,163
5,pȝ-ẖrd,p,ȝ,-,55
11,pȝ-ẖrd,p,ȝ,-,61
11,pȝ-ẖrd,p,ȝ,-,77
11,pȝ-ẖrd,p,ȝ,-,77
11,pȝ-ẖrd,p,ȝ,-,77
12,pȝ-ẖrd,p,ȝ,-,77
10,pȝ-ẖrd,p,ȝ,-,123
26,pȝ-ẖrd,p,ȝ,-,184
7,pȝ-nḫy-nfr,p,ȝ,-,55
27,pȝ-wrš-n-hrw-16,p,ȝ,-,163
2,pȝ-wrš-n-hrw-8,p,ȝ,-,130
27,pȝ-wrš-n-hrw-9,p,ȝ,-,163
13,pȝ,p,ȝ,NA,51
13,pȝ,p,ȝ,NA,54
1,pȝ,p,ȝ,NA,55
6,pȝ,p,ȝ,NA,55
6,pȝ,p,ȝ,NA,55
6,pȝ,p,ȝ,NA,55
6,pȝ,p,ȝ,NA,55
7,pȝ,p,ȝ,NA,55
7,pȝ,p,ȝ,NA,55
8,pȝ,p,ȝ,NA,55
9,pȝ,p,ȝ,NA,55
2,pȝ,p,ȝ,NA,60
3,pȝ,p,ȝ,NA,60
10,pȝ,p,ȝ,NA,70
10,pȝ,p,ȝ,NA,77
10,pȝ,p,ȝ,NA,77
13,pȝ,p,ȝ,NA,77
5,pȝ,p,ȝ,NA,80
1,pȝ,p,ȝ,NA,103
1,pȝ,p,ȝ,NA,112
10,pȝ,p,ȝ,NA,127
10,pȝ,p,ȝ,NA,127
8,pȝ,p,ȝ,NA,127
2,pȝ,p,ȝ,NA,129
8,pȝ,p,ȝ,NA,131
2,pȝ,p,ȝ,NA,150
1,pȝ,p,ȝ,NA,190
2,pȝy,p,ȝ,NA,60
15,pȝy.w,p,ȝ,NA,184
2,pȝy.w,p,ȝ,NA,190
16,pʿpʿ,p,ʿ,p,91
24,pʿpʿ,p,ʿ,p,163
6,pʿpʿ.n,p,ʿ,p,141
8,pʿ.t,p,ʿ,NA,70
14,pʿ.t,p,ʿ,NA,72
6,pʿy.t,p,ʿ,NA,52
2,pʿy.t,p,ʿ,NA,59
19,pʿy.t,p,ʿ,NA,163
1,pwn.t,p,w,n,62
1,pwn.t,p,w,n,124
1,pwn.t,p,w,n,125
23,pwn.t,p,w,n,163
4,pf,p,f,NA,169
7,pf,p,f,NA,169
8,pf,p,f,NA,169
2,pfy,p,f,NA,55
1,pfy,p,f,NA,61
13,pfy,p,f,NA,110
10,pfy,p,f,NA,131
11,pfy,p,f,NA,131
13,pfy,p,f,NA,131
7,pfy,p,f,NA,176
2,prỉ,p,r,ỉ,110
8,prḫ,p,r,ḫ,176
1,pr-ḥḏ,p,r,-,124
1,pr-ẖnmw,p,r,-,55
1,pr-ẖnmw,p,r,-,55
2,pr-ẖnmw,p,r,-,55
5,pr-ẖnmw,p,r,-,55
6,pr-ẖnmw,p,r,-,55
10,pr-ẖnmw,p,r,-,77
12,pr-ẖnmw,p,r,-,77
12,pr-ẖnmw,p,r,-,77
16,pr-ẖnmw,p,r,-,77
17,pr-ẖnmw,p,r,-,77
2,pr-ẖnmw,p,r,-,81
8,pr-ẖnmw,p,r,-,104
1,pr-ẖnmw,p,r,-,129
1,pr-ẖnmw,p,r,-,130
4,pr-ẖnmw,p,r,-,130
27,pr-ẖnmw,p,r,-,163
4,pr-ẖnmw-n-sḫ.t,p,r,-,127
13,pr-gbb,p,r,-,72
7,pr-mḏȝ.t,p,r,-,136
5,pr-mr,p,r,-,55
11,pr-ms,p,r,-,77
12,pr-ms,p,r,-,77
12,pr-ms,p,r,-,77
12,pr-ms,p,r,-,77
13,pr-ms,p,r,-,77
13,pr-ms,p,r,-,77
13,pr-ms,p,r,-,77
13,pr-ms,p,r,-,77
13,pr-ms,p,r,-,77
13,pr-ms,p,r,-,77
13,pr-ms,p,r,-,77
13,pr-ms,p,r,-,77
13,pr-ms,p,r,-,77
14,pr-ms,p,r,-,77
15,pr-ms,p,r,-,77
2,pr-nṯr,p,r,-,55
4,pr-nṯr,p,r,-,55
7,pr-nṯr,p,r,-,55
1,pr-nṯr,p,r,-,63
4,pr-nṯr,p,r,-,73
6,pr-nṯr,p,r,-,81
2,pr-nṯr,p,r,-,82
7,pr-nṯr,p,r,-,127
4,pr-nṯr,p,r,-,129
23,pr-nṯr,p,r,-,163
26,pr-nṯr,p,r,-,163
18,pr-ntr,p,r,-,77
1,pr-sȝḥw-rʿ,p,r,-,55
2,pr-sȝḥw-rʿ,p,r,-,55
7,pr-sȝḥw-rʿ,p,r,-,55
7,pr-sȝḥw-rʿ,p,r,-,55
7,pr-sȝḥw-rʿ,p,r,-,55
10,pr-sȝḥw-rʿ,p,r,-,77
10,pr-sȝḥw-rʿ,p,r,-,77
12,pr-sȝḥw-rʿ,p,r,-,77
13,pr-sȝḥw-rʿ,p,r,-,77
14,pr-sȝḥw-rʿ,p,r,-,77
14,pr-wr,p,r,-,52
6,pr-wr,p,r,-,91
9,pr-wr,p,r,-,190
4,pr,p,r,NA,49
11,pr,p,r,NA,54
2,pr,p,r,NA,54
7,pr,p,r,NA,54
3,pr,p,r,NA,55
5,pr,p,r,NA,55
7,pr,p,r,NA,55
7,pr,p,r,NA,55
1,pr,p,r,NA,59
3,pr,p,r,NA,63
3,pr,p,r,NA,64
16,pr,p,r,NA,67
20,pr,p,r,NA,67
1,pr,p,r,NA,71
1,pr,p,r,NA,71
21,pr,p,r,NA,73
12,pr,p,r,NA,76
16,pr,p,r,NA,76
14,pr,p,r,NA,77
1,pr,p,r,NA,82
1,pr,p,r,NA,84
1,pr,p,r,NA,84
1,pr,p,r,NA,96
1,pr,p,r,NA,102
5,pr,p,r,NA,104
6,pr,p,r,NA,105
4,pr,p,r,NA,106
4,pr,p,r,NA,115
8,pr,p,r,NA,123
1,pr,p,r,NA,124
2,pr,p,r,NA,124
9,pr,p,r,NA,127
10,pr,p,r,NA,135
16,pr,p,r,NA,135
11,pr,p,r,NA,136
2,pr,p,r,NA,136
4,pr,p,r,NA,143
2,pr,p,r,NA,146
2,pr,p,r,NA,146
2,pr,p,r,NA,162
25,pr,p,r,NA,163
9,pr,p,r,NA,169
2,pr,p,r,NA,183
15,pr,p,r,NA,184
5,pr,p,r,NA,190
3,pr.t,p,r,NA,64
15,pr.t,p,r,NA,77
1,pr.t,p,r,NA,82
16,pr.t,p,r,NA,91
8,pr.t,p,r,NA,115
6,pr.t,p,r,NA,141
2,pr.t,p,r,NA,146
20,pr.t,p,r,NA,163
21,pr.t,p,r,NA,163
25,pr.t,p,r,NA,163
23,pr.t,p,r,NA,184
4,pr.w,p,r,NA,50
3,pr.w,p,r,NA,76
27,pḥwy,p,ḥ,w,184
8,pḥty,p,ḥ,t,104
7,pḥty,p,ḥ,t,127
6,pẖr,p,ẖ,r,55
12,pẖr,p,ẖ,r,67
12,pẖr,p,ẖ,r,77
13,pẖr,p,ẖ,r,77
14,pẖr,p,ẖ,r,77
1,pẖr,p,ẖ,r,82
4,pẖr,p,ẖ,r,85
1,pẖr,p,ẖ,r,102
4,pẖr,p,ẖ,r,118
11,pẖr,p,ẖ,r,127
11,pẖr,p,ẖ,r,127
3,pẖr,p,ẖ,r,162
8,pẖr,p,ẖ,r,176
2,pẖr,p,ẖ,r,190
2,pẖr.w,p,ẖ,r,125
26,pẖr.w,p,ẖ,r,184
25,pẖrẖr,p,ẖ,r,163
19,pẖrr,p,ẖ,r,184
8,psš.t,p,s,š,176
6,psš.ty,p,s,š,88
24,psš.ty,p,s,š,163
3,psš.ty,p,s,š,183
5,psḏ,p,s,ḏ,52
1,psḏ,p,s,ḏ,106
3,psḏ,p,s,ḏ,141
1,psḏ,p,s,ḏ,150
22,psḏ,p,s,ḏ,163
1,psḏ-m-nbw,p,s,ḏ,106
4,psḏ.t,p,s,ḏ,50
6,psḏ.t,p,s,ḏ,58
7,psḏ.t,p,s,ḏ,58
1,psḏ.t,p,s,ḏ,63
4,psḏ.t,p,s,ḏ,106
2,psḏ.t,p,s,ḏ,110
4,psḏ.t,p,s,ḏ,118
24,psḏ.t,p,s,ḏ,163
1,psḏ.t,p,s,ḏ,176
2,psḏ.t,p,s,ḏ,183
27,psḏ.t,p,s,ḏ,184
3,ptr,p,t,r,64
11,ptḥ,p,t,ḥ,49
3,ptḥ,p,t,ḥ,55
3,ptḥ,p,t,ḥ,63
9,ptḥ,p,t,ḥ,73
10,ptḥ,p,t,ḥ,77
1,ptḥ,p,t,ḥ,81
5,ptḥ,p,t,ḥ,128
6,ptḥ,p,t,ḥ,141
11,ptḥ,p,t,ḥ,177
3,ptḥ,p,t,ḥ,190
3,pt,p,t,NA,64
2,pt,p,t,NA,96
9,pḏ-nmt.t,p,ḏ,-,127
1,pḏ,p,ḏ,NA,136
7,pḏ,p,ḏ,NA,136
25,pḏ.t,p,ḏ,NA,52
12,p.t,p,NA,t,49
9,p.t,p,NA,t,50
10,p.t,p,NA,t,51
17,p.t,p,NA,t,51
6,p.t,p,NA,t,52
1,p.t,p,NA,t,63
4,p.t,p,NA,t,64
14,p.t,p,NA,t,67
9,p.t,p,NA,t,67
16,p.t,p,NA,t,70
8,p.t,p,NA,t,71
10,p.t,p,NA,t,77
10,p.t,p,NA,t,77
7,p.t,p,NA,t,80
15,p.t,p,NA,t,88
3,p.t,p,NA,t,105
3,p.t,p,NA,t,106
3,p.t,p,NA,t,106
2,p.t,p,NA,t,110
3,p.t,p,NA,t,110
16,p.t,p,NA,t,113
8,p.t,p,NA,t,115
11,p.t,p,NA,t,118
14,p.t,p,NA,t,135
10,p.t,p,NA,t,162
3,p.t,p,NA,t,162
9,p.t,p,NA,t,162
11,p.t,p,NA,t,163
16,p.t,p,NA,t,163
19,p.t,p,NA,t,163
25,p.t,p,NA,t,163
1,p.t,p,NA,t,169
1,p.t,p,NA,t,176
11,p.t,p,NA,t,177
11,p.t,p,NA,t,177
11,p.t,p,NA,t,177
6,p.t,p,NA,t,183
9,p.t,p,NA,t,183
18,p.t,p,NA,t,184
18,p.t,p,NA,t,184
21,p.t,p,NA,t,184
21,p.t,p,NA,t,184
25,p.t,p,NA,t,184
26,p.t,p,NA,t,184
27,p.t,p,NA,t,184
27,p.t,p,NA,t,184
7,p.t,p,NA,t,190
18,p.t-tȝ,p,NA,t,77
10,fȝỉ,f,ȝ,ỉ,77
14,fȝỉ,f,ȝ,ỉ,141
8,fȝy,f,ȝ,NA,183
10,fȝy.t,f,ȝ,NA,169
1,fk-ḥr.t,f,k,-,125
2,fdw,f,d,w,106
1,fdw,f,d,w,140
3,mȝȝ,m,ȝ,ȝ,52
5,mȝȝ,m,ȝ,ȝ,55
6,mȝȝ,m,ȝ,ȝ,55
3,mȝȝ,m,ȝ,ȝ,64
14,mȝȝ,m,ȝ,ȝ,77
15,mȝȝ,m,ȝ,ȝ,77
6,mȝȝ,m,ȝ,ȝ,81
3,mȝȝ,m,ȝ,ȝ,85
4,mȝȝ,m,ȝ,ȝ,85
4,mȝȝ,m,ȝ,ȝ,85
2,mȝȝ,m,ȝ,ȝ,102
6,mȝȝ,m,ȝ,ȝ,104
9,mȝȝ,m,ȝ,ȝ,127
1,mȝȝ,m,ȝ,ȝ,129
12,mȝȝ,m,ȝ,ȝ,163
10,mȝȝ,m,ȝ,ȝ,169
8,mȝȝ,m,ȝ,ȝ,169
4,mȝȝ,m,ȝ,ȝ,176
8,mȝȝ,m,ȝ,ȝ,176
1,mȝỉ,m,ȝ,ỉ,82
5,mȝỉ,m,ȝ,ỉ,127
6,mȝỉ,m,ȝ,ỉ,127
6,mȝỉ-ḥzȝ,m,ȝ,ỉ,162
7,mȝỉ.t,m,ȝ,ỉ,127
17,mȝʿ,m,ȝ,ʿ,52
2,mȝʿ-ḫrw,m,ȝ,ʿ,55
15,mȝʿ-ḫrw,m,ȝ,ʿ,73
5,mȝʿ-ḫrw,m,ȝ,ʿ,81
5,mȝʿ-ḫrw,m,ȝ,ʿ,81
5,mȝʿ-ḫrw,m,ȝ,ʿ,127
8,mȝʿ-ḫrw,m,ȝ,ʿ,127
12,mȝʿ-ḫrw,m,ȝ,ʿ,141
2,mȝʿ-ḫrw,m,ȝ,ʿ,150
24,mȝʿ-ḫrw,m,ȝ,ʿ,163
2,mȝʿ.t,m,ȝ,ʿ,96
2,mȝʿ.t,m,ȝ,ʿ,102
4,mȝʿ.t,m,ȝ,ʿ,162
9,mȝʿ.t,m,ȝ,ʿ,176
21,mȝʿ.t,m,ȝ,ʿ,184
4,mȝw,m,ȝ,w,162
7,mȝwy,m,ȝ,w,50
6,mȝwy,m,ȝ,w,52
1,mȝnw,m,ȝ,n,106
16,mȝrw,m,ȝ,r,77
4,mȝy.w,m,ȝ,NA,115
4,mỉt.t,m,ỉ,t,58
3,mỉt.t,m,ỉ,t,63
14,mỉt.t,m,ỉ,t,70
10,mỉt.t,m,ỉ,t,77
12,mỉt.t,m,ỉ,t,77
15,mỉt.t,m,ỉ,t,77
15,mỉt.t,m,ỉ,t,77
1,mỉt.t,m,ỉ,t,81
4,mỉt.t,m,ỉ,t,95
1,mỉt.t,m,ỉ,t,104
3,mỉt.t,m,ỉ,t,129
25,mỉt.t,m,ỉ,t,163
15,mỉt.t,m,ỉ,t,184
9,mỉtt,m,ỉ,t,55
12,mỉ,m,ỉ,NA,49
7,mỉ,m,ỉ,NA,50
16,mỉ,m,ỉ,NA,51
6,mỉ,m,ỉ,NA,52
6,mỉ,m,ỉ,NA,52
9,mỉ,m,ỉ,NA,52
1,mỉ,m,ỉ,NA,55
6,mỉ,m,ỉ,NA,55
1,mỉ,m,ỉ,NA,59
2,mỉ,m,ỉ,NA,60
1,mỉ,m,ỉ,NA,63
3,mỉ,m,ỉ,NA,64
3,mỉ,m,ỉ,NA,64
4,mỉ,m,ỉ,NA,64
12,mỉ,m,ỉ,NA,67
9,mỉ,m,ỉ,NA,67
9,mỉ,m,ỉ,NA,70
13,mỉ,m,ỉ,NA,71
14,mỉ,m,ỉ,NA,71
10,mỉ,m,ỉ,NA,77
10,mỉ,m,ỉ,NA,77
15,mỉ,m,ỉ,NA,77
16,mỉ,m,ỉ,NA,77
7,mỉ,m,ỉ,NA,80
2,mỉ,m,ỉ,NA,82
1,mỉ,m,ỉ,NA,85
3,mỉ,m,ỉ,NA,85
11,mỉ,m,ỉ,NA,91
2,mỉ,m,ỉ,NA,96
3,mỉ,m,ỉ,NA,97
2,mỉ,m,ỉ,NA,102
2,mỉ,m,ỉ,NA,102
16,mỉ,m,ỉ,NA,113
16,mỉ,m,ỉ,NA,113
4,mỉ,m,ỉ,NA,115
4,mỉ,m,ỉ,NA,118
4,mỉ,m,ỉ,NA,118
1,mỉ,m,ỉ,NA,130
5,mỉ,m,ỉ,NA,130
12,mỉ,m,ỉ,NA,131
9,mỉ,m,ỉ,NA,131
10,mỉ,m,ỉ,NA,141
13,mỉ,m,ỉ,NA,141
14,mỉ,m,ỉ,NA,141
4,mỉ,m,ỉ,NA,141
5,mỉ,m,ỉ,NA,141
1,mỉ,m,ỉ,NA,162
10,mỉ,m,ỉ,NA,162
3,mỉ,m,ỉ,NA,162
3,mỉ,m,ỉ,NA,162
9,mỉ,m,ỉ,NA,162
9,mỉ,m,ỉ,NA,162
1,mỉ,m,ỉ,NA,169
1,mỉ,m,ỉ,NA,169
10,mỉ,m,ỉ,NA,169
9,mỉ,m,ỉ,NA,169
1,mỉ,m,ỉ,NA,176
10,mỉ,m,ỉ,NA,176
10,mỉ,m,ỉ,NA,183
6,mỉ,m,ỉ,NA,183
9,mỉ,m,ỉ,NA,183
22,mỉ,m,ỉ,NA,184
23,mỉ,m,ỉ,NA,184
25,mỉ,m,ỉ,NA,184
26,mỉ,m,ỉ,NA,184
27,mỉ,m,ỉ,NA,184
2,mỉ,m,ỉ,NA,190
16,mỉllỉons,m,ỉ,NA,51
24,mʿr-zp.w,m,ʿ,r,163
10,mwt,m,w,t,110
9,mwt,m,w,t,110
15,mwt,m,w,t,163
24,mwt,m,w,t,163
10,mwt.t,m,w,t,110
9,mwt.t,m,w,t,110
13,mw,m,w,NA,50
11,mw,m,w,NA,54
9,mw,m,w,NA,54
16,mw,m,w,NA,67
16,mw,m,w,NA,67
9,mw,m,w,NA,67
16,mw,m,w,NA,70
17,mw,m,w,NA,70
8,mw,m,w,NA,76
16,mw,m,w,NA,77
3,mw,m,w,NA,95
10,mw,m,w,NA,110
10,mw,m,w,NA,127
2,mw,m,w,NA,127
3,mw,m,w,NA,130
7,mw,m,w,NA,141
1,mw,m,w,NA,143
3,mw,m,w,NA,143
17,mw,m,w,NA,163
17,mw,m,w,NA,163
18,mw,m,w,NA,184
2,mw,m,w,NA,190
6,mw.t,m,w,NA,58
1,mw.t,m,w,NA,64
7,mw.t,m,w,NA,73
11,mw.t,m,w,NA,91
15,mw.t,m,w,NA,91
3,mw.t,m,w,NA,104
3,mw.t,m,w,NA,104
5,mw.t,m,w,NA,104
9,mw.t,m,w,NA,118
14,mw.t,m,w,NA,136
4,mw.t,m,w,NA,143
23,mw.t,m,w,NA,163
24,mw.t,m,w,NA,184
6,mw.t-mw.wt,m,w,NA,71
1,mw.t-mw.wt,m,w,NA,162
11,mw.t-mw.wt,m,w,NA,170
1,mw.t-mw.wt,m,w,NA,183
5,mw.t-nṯr,m,w,NA,62
1,mw.t-nṯr,m,w,NA,63
10,mw.t-nṯr,m,w,NA,71
5,mw.t-nṯr,m,w,NA,71
11,mw.t-nṯr,m,w,NA,76
15,mw.t-nṯr,m,w,NA,76
3,mw.t-nṯr,m,w,NA,76
7,mw.t-nṯr,m,w,NA,76
1,mw.t-nṯr,m,w,NA,84
1,mw.t-nṯr,m,w,NA,85
4,mw.t-nṯr,m,w,NA,85
13,mw.t-nṯr,m,w,NA,91
1,mw.t-nṯr,m,w,NA,102
9,mw.t-nṯr,m,w,NA,104
11,mw.t-nṯr,m,w,NA,118
8,mw.t-nṯr,m,w,NA,118
6,mw.t-nṯr,m,w,NA,123
13,mw.t-nṯr,m,w,NA,136
3,mw.t-nṯr,m,w,NA,143
7,mw.t-nṯr,m,w,NA,143
1,mw.t-nṯr,m,w,NA,162
18,mw.t-nṯr,m,w,NA,163
11,mw.t-nṯr,m,w,NA,170
1,mw.t-rʿ,m,w,NA,81
1,mw.t-rʿ,m,w,NA,169
10,mw.w,m,w,NA,51
4,mfk,m,f,k,58
26,mfk,m,f,k,184
4,mnỉ,m,n,ỉ,81
1,mnỉ,m,n,ỉ,190
10,mnỉ.w,m,n,ỉ,190
20,mnỉw,m,n,ỉ,184
7,mnỉw,m,n,ỉ,190
12,mnw,m,n,w,77
1,mnw,m,n,w,183
12,mnw-ỉmn,m,n,w,77
13,mnw-ỉmn,m,n,w,77
